"","DOMENICK.S.PIZZERIA","X1015.ALLERTON.AVENUE.BRONX.NY.10469","long","lat"
"1835","Chen Mommy Kitchen","156-05 45TH AVE,QUEENS NY,11355",-73.8098867,40.7569052
"1836","CHEN MINI CAFE","4824 8TH AVE,BROOKLYN NY,11220",-74.0033092,40.641906
"1837","CHEN KAM'S GARDEN CHINESE RESTAURANT","24507 JERICHO TURNPIKE,QUEENS NY,11426",-73.7227459,40.724919
"1838","CHEN JI B.B.Q RESTAURANT","4246 WHITE PLAINS ROAD,BRONX NY,10466",-73.8565865,40.8947637
"1839","CHEN GRAND CHINA RESTAURANT","6942 GRAND AVENUE,QUEENS NY,11378",-73.894007,40.7264642
"1840","CHEN GARDEN","9422 NORTHERN BOULEVARD,QUEENS NY,11372",-73.873276,40.7566061
"1841","CHEN DU TIAN FU","4128 MAIN STREET,QUEENS NY,11355",-73.829437,40.757178
"1842","CHELSEA THAI","88 10 AVENUE,MANHATTAN NY,10011",-74.0072503,40.7430827
"1843","CHELSEA SQUARE RESTAURANT","368 WEST   23 STREET,MANHATTAN NY,10011",-74.0012688,40.7462007
"1844","CHELSEA RISTORANTE","108 8 AVENUE,MANHATTAN NY,10011",-74.0015999,40.740631
"1845","CHELSEA PLAYGROUND","380 CHELSEA ROAD,STATEN ISLAND NY,10314",-74.1885683,40.6087238
"1846","CHELSEA PAPAYA","171 WEST   23 STREET,MANHATTAN NY,10011",-73.9952891,40.7441737
"1847","CHELSEA HILTON GARDEN INN","119 WEST   28 STREET,MANHATTAN NY,10001",-73.9914164,40.7466515
"1848","CHELSEA GRILL OF HELL'S KITCHEN","675 9 AVENUE,MANHATTAN NY,10036",-73.9907253,40.7614549
"1849","CHELSEA DELI AND BAKERY","254 8TH AVE,MANHATTAN NY,10011",-73.998411,40.7450708
"1850","CHELSEA DELI & PIZZA","301 10 AVENUE,MANHATTAN NY,10001",-74.0024789,40.750566
"1851","CHELSEA CREAMLINE","75 9TH AVE,MANHATTAN NY,10011",-74.0060838,40.7425547
"1852","CHELSEA CRAFT  BREWING COMPANY","463 E 173RD ST,BRONX NY,10457",-73.901452,40.8417422
"1853","CHELSEA BAGEL & CAFE","139 WEST   14 STREET,MANHATTAN NY,10011",-73.9984542,40.7383208
"1854","CHELSEA BAGEL","800 2ND AVE,MANHATTAN NY,10017",-73.971655,40.7500617
"1855","CHELA & GARNACHA","3309 36TH AVE,QUEENS NY,11106",-73.9276742,40.7558022
"1856","CHEITO DURAN DELI GROCERY","5406 FLUSHING AVENUE,QUEENS NY,11378",-73.9132232,40.7150537
"1857","CHEIKH UMAR FUTIYU RESTAURANT","1191 FULTON STREET,BROOKLYN NY,11216",-73.9539773,40.680969
"1858","CHEFS CLUB BY FOOD & WINE","295 LAFAYETTE ST,MANHATTAN NY,10012",-73.9953845,40.724554
"1859","CHEFFY TWO RESTAURANT","4759 WHITE PLAINS ROAD,BRONX NY,10470",-73.8497782,40.9050431
"1860","CHEF'S SECRET","137 EAST   45 STREET,MANHATTAN NY,10017",-73.9739198,40.7532678
"1861","CHEF'S GARDEN","8009 164 STREET,QUEENS NY,11432",-73.804113,40.7211665
"1862","CHEF'S  HALL","180 MAIDEN LN,MANHATTAN NY,10038",-74.0054687,40.7052583
"1863","CHEF YU / AZUKI","520 8 AVENUE,MANHATTAN NY,10018",-73.9919341,40.753645
"1864","CHEF QUANG GUYANESE CHINESE EXPRESS","3360 ATLANTIC AVE,BROOKLYN NY,11208",-73.8720537,40.6812485
"1865","CHEF MOM GRILL BAKERY","20520 JAMAICA AVE,QUEENS NY,11423",-73.7542318,40.7134608
"1866","CHEF KING CHINESE RESTAURANT","1075 ALLERTON AVENUE,BRONX NY,10469",-73.856619,40.8656645
"1867","CHEF JAN GOURMET","100 LINCOLN AVE,STATEN ISLAND NY,10306",-74.1093743,40.5797091
"1868","CHEF HONG","7226 AMBOY RD,STATEN ISLAND NY,10307",-74.2390595,40.5121513
"1869","CHEF HO'S","1720 2 AVENUE,MANHATTAN NY,10128",-73.9498615,40.7799438
"1870","CHEF EDDIE G'S","1664 PARK AVE,MANHATTAN NY,10035",-73.9428915,40.8003832
"1871","CHEF ANDREA","7312 13 AVENUE,BROOKLYN NY,11228",-74.0067118,40.6213143
"1872","CHEF 28","29 E 28TH ST,MANHATTAN NY,10016",-73.984934,40.7439096
"1873","CHEF 28","29 EAST   28 STREET,MANHATTAN NY,10016",-73.984934,40.7439096
"1874","CHEETAHS GENTLEMENS CLUB & RESTAURANT","252 WEST   43 STREET,MANHATTAN NY,10036",-73.9883447,40.7572531
"1875","CHEESY PIZZA","2640 BROADWAY,MANHATTAN NY,10025",-73.9695482,40.7971965
"1876","CHEESE GRILLE","188 ALLEN ST,MANHATTAN NY,10002",-73.9886709,40.7219115
"1877","CHEERS THAI RESTAURANT","568 METROPOLITAN AVE,BROOKLYN NY,11211",-73.9499995,40.7138225
"1878","CHEEKY SANDWICHES","35 ORCHARD STREET,MANHATTAN NY,10002",-73.9916861,40.7157559
"1879","CHEEBURGER CHEEBURGER","0 JFK INTERNATIONAL AIRPORT,QUEENS NY,11430",-73.7781391,40.6413111
"1880","CHEEBURGER CHEEBURGER","10850 QUEENS BOULEVARD,QUEENS NY,11375",-73.8370728,40.7181325
"1881","CHEEBURGER CHEEBURGER","2935 VETERANS RD W,STATEN ISLAND NY,10309",-74.231245,40.5267188
"1882","CHEEBURGER CHEEBURGER","2935 VETERANS ROAD WEST,STATEN ISLAND NY,10309",-74.231245,40.5267188
"1883","CHECKPOINT BEN CAFE","758 WOODWARD AVENUE,QUEENS NY,11385",-73.9046189,40.7041854
"1884","CHECKERS","225 1ST AVE,MANHATTAN NY,10003",-73.9831763,40.7310284
"1885","CHECKERS","13933 245 STREET,QUEENS NY,11422",-73.7342222,40.6649932
"1886","CHECKERS","552 3RD AVE,BROOKLYN NY,11215",-73.9941624,40.6683183
"1887","CHECKERS","4601 5TH AVE,BROOKLYN NY,11220",-74.007827,40.647151
"1888","CHECKERS","344 BAYCHESTER AVENUE,BRONX NY,10475",-73.8306444,40.8672088
"1889","CHECKERS","1611 BROADWAY,BROOKLYN NY,11207",-73.9145572,40.6855515
"1890","CHECKERS","277 BROADWAY,BROOKLYN NY,11211",-73.9586428,40.7089134
"1891","CHECKERS","77 CHAMBERS ST,MANHATTAN NY,10007",-74.0066951,40.7145881
"1892","CHECKERS","1801 CHURCH AVE,BROOKLYN NY,11226",-73.9629661,40.6496752
"1893","CHECKERS","111 COURT ST,BROOKLYN NY,11201",-73.9916296,40.6906013
"1894","CHECKERS","771 E GUN HILL RD,BRONX NY,10467",-73.8625736,40.8761345
"1895","CHECKERS","711 E TREMONT AVE,BRONX NY,10457",-73.890588,40.8452831
"1896","CHECKERS","260 EAST  161 STREET,BRONX NY,10451",-73.9189897,40.8254821
"1897","CHECKERS","385 EAST FORDHAM ROAD,BRONX NY,10458",-73.8917985,40.8621617
"1898","CHECKERS","43 EMPIRE BLVD,BROOKLYN NY,11225",-73.9607872,40.6636155
"1899","CHECKERS","2270 FOREST AVENUE,STATEN ISLAND NY,10303",-74.1656586,40.6269027
"1900","CHECKERS","133-18 GUY R BREWER BLVD,QUEENS NY,11434",-73.776524,40.6740852
"1901","CHECKERS","1203 JEROME AVENUE,BRONX NY,10452",-73.9228882,40.836062
"1902","CHECKERS","3806 JUNCTION BLVD,QUEENS NY,11368",-73.8697915,40.7493767
"1903","CHECKERS","1146 LIBERTY AVE,BROOKLYN NY,11208",-73.8668327,40.6785832
"1904","CHECKERS","12006 LIBERTY AVENUE,QUEENS NY,11419",-73.822915,40.686426
"1905","CHECKERS","12221 MERRICK BLVD,QUEENS NY,11434",-73.7652835,40.6815496
"1906","CHECKERS","2202 MOTT AVE,QUEENS NY,11691",-73.755422,40.605583
"1907","CHECKERS","1130 MYRTLE AVE,BROOKLYN NY,11206",-73.9353721,40.6967549
"1908","CHECKERS","491 NOSTRAND AVE,BROOKLYN NY,11216",-73.9494823,40.6806471
"1909","CHECKERS","8345 PARSONS BOULEVARD,QUEENS NY,11432",-73.8071543,40.7145054
"1910","CHECKERS","797 PENNSYLVANIA AVENUE,BROOKLYN NY,11207",-73.8898143,40.6583695
"1911","CHECKERS","1546 PITKIN AVE,BROOKLYN NY,11212",-73.9164759,40.6686177
"1912","CHECKERS","2712 QUEENS PLAZA SOUTH,QUEENS NY,11101",-73.9396261,40.7498686
"1913","CHECKERS","6820 ROCKAWAY BEACH BLVD,QUEENS NY,11692",-73.7973824,40.5906126
"1914","CHECKERS","1101 RUTLAND RD,BROOKLYN NY,11212",-73.9235113,40.6647994
"1915","CHECKERS","1767 SOUTHERN BLVD,BRONX NY,10460",-73.887994,40.837693
"1916","CHECKERS","1058 SOUTHERN BOULEVARD,BRONX NY,10459",-73.8916332,40.8245437
"1917","CHECKERS","1233 SURF AVE,BROOKLYN NY,11224",-73.9806672,40.5755699
"1918","CHECKERS","1349 UTICA AVE,BROOKLYN NY,11203",-73.9286499,40.6396285
"1919","CHECKERS","79 W 125TH ST,MANHATTAN NY,10027",-73.9450662,40.8078565
"1920","CHECKERS","12 W FORDHAM RD,BRONX NY,10468",-73.90206,40.8627335
"1921","CHECKERS","2210 WESTCHESTER AVE,BRONX NY,10462",-73.851127,40.834028
"1922","CHECKERS","530 WILLIS AVENUE,BRONX NY,10455",-73.9186486,40.8148054
"1923","Checker's","695 ST NICHOLAS AV,MANHATTAN NY,10030",-73.9452088,40.823885
"1924","CHEBURECHNAYA","9209 63 DRIVE,QUEENS NY,11374",-73.864133,40.7276033
"1925","CHEAP SHOTS SPORTS BAR  and  LOUNGE","14905 UNION TURNPIKE,QUEENS NY,11367",-73.8136925,40.7188825
"1926","CHE BELLA PIZZA","1215 AMNSTERDAM AVENUE,MANHATTAN NY,10027",-73.9591141,40.8089857
"1927","CHAZZ PALMINTERI RISTORANTE ITALIANO","890 2ND AVE,MANHATTAN NY,10017",-73.9693632,40.753185
"1928","CHAYHANA SALOM","1652 SHEEPSHEAD BAY ROAD,BROOKLYN NY,11235",-73.9525822,40.5865107
"1929","CHAWLAS","13119 ROCKAWAY BLVD,QUEENS NY,11420",-73.8032152,40.674533
"1930","CHAVELA'S","736 FRANKLIN AVENUE,BROOKLYN NY,11238",-73.9572251,40.6734764
"1931","CHAU DOWN CAFE","80 DEKALB AVE,BROOKLYN NY,11201",-73.9798952,40.689706
"1932","CHATKHARA RESTAURANT","964 CONEY ISLAND AVE,BROOKLYN NY,11230",-73.9674772,40.633895
"1933","CHATIME","9711 64TH AVE,QUEENS NY,11374",-73.8603254,40.7299171
"1934","CHATIME","5723 8 AVE,BROOKLYN NY,11220",-74.0081271,40.6366027
"1935","CHATIME","8121 BROADWAY,QUEENS NY,11373",-73.8830931,40.7432094
"1936","CHATIME","858 LEXINGTON AVENUE,MANHATTAN NY,10065",-73.9658281,40.7658115
"1937","CHATIME","4010 MAIN STREET,QUEENS NY,11354",-73.8303392,40.7592109
"1938","CHATIME","13655 ROOSEVELT AVENUE,QUEENS NY,11354",-73.8282164,40.7602709
"1939","CHATEAU DE CAPITAINE","2570 CONEY ISLAND AVE,BROOKLYN NY,11223",-73.9612628,40.5941655
"1940","CHASERS","6063 FLUSHING AVENUE,QUEENS NY,11378",-73.905541,40.720345
"1941","CHASE TASTE BUFFET","14921 JAMAICA AVE,QUEENS NY,11435",-73.804928,40.70221
"1942","CHASE EDR","270 PARK AVENUE,MANHATTAN NY,10017",-73.9755845,40.7558818
"1943","CHARTWELLS AT COLLEGE OF MOUNT ST. VINCENT-BENEDICT","6301 RIVERDALE AVENUE,BRONX NY,10471",-73.9030114,40.9124186
"1944","CHARTWELLS @ MANHATTAN SCHOOL OF MUSIC","120 CLAREMONT AVENUE,MANHATTAN NY,10027",-73.9614817,40.8123903
"1945","CHARTWELLS @ COLLEGE OF MOUNT ST. VINCENT - SPELLMAN HALL","6301 RIVERDALE AVENUE,BRONX NY,10471",-73.9030114,40.9124186
"1946","CHARTWELLS","65 WEST   11 STREET,MANHATTAN NY,10011",-73.9974941,40.7352537
"1947","CHARTWELLS","118 WEST   13 STREET,MANHATTAN NY,10011",-73.9984404,40.7368877
"1948","CHARTER COFFEE AND CUTS","309 GRAHAM AVE,BROOKLYN NY,11211",-73.944478,40.713329
"1949","CHARRUA","131 ESSEX ST,MANHATTAN NY,10002",-73.9876176,40.7200486
"1950","CHARO RESTAURANT 3","10201 37 AVENUE,QUEENS NY,11368",-73.86533,40.7531427
"1951","CHARO RESTAURANT","9809 37 AVENUE,QUEENS NY,11368",-73.8687386,40.7522842
"1952","CHARO RESTAURANT","10201 37TH AVE,QUEENS NY,11368",-73.86533,40.7531427
"1953","CHARLYS","110 TRINITY PLACE,MANHATTAN NY,10006",-74.0120054,40.7095464
"1954","CHARLOTTE RESTAURANT BAR & LOUNGE","145 WEST 44 STREET,MANHATTAN NY,10036",-73.9847996,40.7570734
"1955","CHARLOTTE PATISSERIE","596 MANHATTAN AVENUE,BROOKLYN NY,11222",-73.950219,40.723103
"1956","CHARLIES SPORTS BAR","4408 60TH ST. - STORE,QUEENS NY,11377",-73.9036487,40.7413334
"1957","CHARLIES BAR & KITCHEN","112 LINCOLN AVENUE,BRONX NY,10454",-73.9290876,40.8079694
"1958","CHARLIE'S PLACE & SUSHI","1960 MADISON AVE,MANHATTAN NY,10035",-73.9405714,40.8062134
"1959","CHARLIE'S PIZZA","1501 ST NICHOLAS AVENUE,MANHATTAN NY,10033",-73.9320616,40.8520015
"1960","CHARLIE'S MOM CHINESE RESTAURANT","464 6 AVENUE,MANHATTAN NY,10011",-73.9979354,40.7353815
"1961","CHARLIE'S CORNER RESTAURANT & DELI","537 PARK AVENUE,BROOKLYN NY,11205",-73.9548903,40.6971147
"1962","CHARLIE PALMER STEAK","5 E 54TH ST,MANHATTAN NY,10022",-73.9747173,40.7607786
"1963","CHARLIE PALMER AT THE KNICK (4th Floor)","1466 BROADWAY,MANHATTAN NY,10036",-73.9860498,40.7553148
"1964","CHARLIE BROWN'S STEAKHOUSE","1001 GOETHALS ROAD NORTH,STATEN ISLAND NY,10303",-74.1694887,40.6224374
"1965","CHARLIE BIRD","5 KING STREET,MANHATTAN NY,10012",-74.0028487,40.7278043
"1966","CHARLEYS PHILLY STEAK","200 BAYCHESTER AVE,BRONX NY,10475",-73.8276698,40.8638441
"1967","CHARLEY'S PHILLY STEAKS","5100 KINGS PLAZA,BROOKLYN NY,11234",-73.9208363,40.6104056
"1968","CHARLEY'S PHILLY STEAKS","2655 RICHMOND AVE,STATEN ISLAND NY,10314",-74.1652624,40.5818776
"1969","CHARLEY'S GRILLED SUBS","401 7TH AVE,MANHATTAN NY,10001",-73.9909915,40.7499318
"1970","CHARLEY'S GRILLED SUBS","9015 QUEENS BLVD,QUEENS NY,11373",-73.8705157,40.7344654
"1971","CHARLEY MOM KITCHEN","1580 YORK AVENUE,MANHATTAN NY,10028",-73.948178,40.7740391
"1972","CHARLEY DELI AND KITCHEN","14527 228 STREET,QUEENS NY,11413",-73.7518388,40.6612672
"1973","CHARLESTON","174 BEDFORD AVENUE,BROOKLYN NY,11249",-73.9576854,40.7181519
"1974","CHARLES PIZZERIA","4910 5 AVENUE,BROOKLYN NY,11220",-74.0100488,40.6455574
"1975","CHARLES GROSSMAN CAFE","450 W 37TH ST,MANHATTAN NY,10018",-73.997348,40.7560618
"1976","CHARLENA CHATEAU","3820 CHURCH AVE,BROOKLYN NY,11203",-73.9411841,40.6510243
"1977","CHARLE'S COUNTRY PAN FRIED CHICKEN","2841 8 AVENUE,MANHATTAN NY,10039",-73.939228,40.8270259
"1978","CHARISMA BAY","2172 86TH ST,BROOKLYN NY,11214",-73.9944216,40.6020173
"1979","CHARCOAL KABAB","169-28 HILLSIDE AVE,QUEENS NY,11432",-73.7929748,40.710672
"1980","CHARACTERS NYC BAR & GRILL","243 WEST   54 STREET,MANHATTAN NY,10019",-73.9832757,40.764522
"1981","CHAR NO 4","196 SMITH STREET,BROOKLYN NY,11201",-73.9918323,40.6850968
"1982","CHAPTER ONE","33 GREENWICH AVENUE,MANHATTAN NY,10014",-74.0003788,40.734895
"1983","CHAPATI HOUSE","3153 BROADWAY,MANHATTAN NY,10027",-73.959554,40.8145967
"1984","CHAP A NOSH/YUN KEE","1424 ELM AVENUE,BROOKLYN NY,11230",-73.9602937,40.6176812
"1985","CHAO THAI","8503 WHITNEY AVENUE,QUEENS NY,11373",-73.8802254,40.7416282
"1986","CHAO HONG","7813 ROOSEVELT AVE,QUEENS NY,11372",-73.8799048,40.7480785
"1987","Chao Fang Restaurant","3440 UNION STREET,QUEENS NY,11354",-73.8279157,40.7658206
"1988","CHANGLE XIN FAN ZHUANG","36 ELDRIDGE STREET,MANHATTAN NY,10002",-73.993157,40.7156197
"1989","CHANGLE CUISINE","4142A MAIN ST,QUEENS NY,11355",-73.829293,40.756926
"1990","CHANG'S FAMILY RESTAURANT","15428 NORTHERN BLVD,QUEENS NY,11354",-73.8103005,40.7643006
"1991","CHANG ZHEN KITCHEN","243 BEACH 20TH ST,QUEENS NY,11691",-73.7542053,40.596478
"1992","CHANG YU RESTAURANT","334 CENTRAL AVENUE,BROOKLYN NY,11221",-73.9203987,40.6951758
"1993","CHANG XING RESTAURANT","837 PENNSYLVANIA AVENUE,BROOKLYN NY,11207",-73.8893668,40.6573202
"1994","CHANG PAI","16612 HILLSIDE AVENUE,QUEENS NY,11432",-73.7900122,40.711856
"1995","CHANG HONG","409 IRVING AVENUE,BROOKLYN NY,11237",-73.9102509,40.6968822
"1996","CHANG HENG","54 WILLOUGHBY STREET,BROOKLYN NY,11201",-73.9867041,40.6920633
"1997","CHANDNI RESTAURANT","13 WEST   29 STREET,MANHATTAN NY,10001",-73.9877853,40.7459401
"1998","CHANCE 11","895 FULTON STREET,BROOKLYN NY,11238",-73.9674737,40.6838136
"1999","CHANCE","223 SMITH ST,BROOKLYN NY,11201",-73.9919541,40.6842075
"2000","CHANCE","223 SMITH STREET,BROOKLYN NY,11201",-73.9919541,40.6842075
"2001","CHAN'S VILLAGE","1328 METROPOLITAN AVENUE,BRONX NY,10462",-73.8608144,40.8341502
"2002","CHAN'S KITCHEN","4421 BROADWAY,MANHATTAN NY,10040",-73.9334101,40.8558328
"2003","CHAN YANG RESTAURANT","66 6 AVENUE,BROOKLYN NY,11217",-73.9746306,40.6810195
"2004","CHAMPS KITCHEN VELOCE","141 FULTON ST,MANHATTAN NY,10038",-74.0079008,40.7105419
"2005","CHAMPS JUNIOR","620 MANHATTAN AVE,BROOKLYN NY,11222",-73.9505016,40.7235897
"2006","CHAMPS DINER","197 MESEROLE ST,BROOKLYN NY,11206",-73.9408921,40.7084521
"2007","CHAMPS BAR & GRILL","566 E 187TH ST,BRONX NY,10458",-73.8887788,40.856011
"2008","CHAMPIONS' CLUB (STAND 119)","126 ROOSEVELT AVENUE,QUEENS NY,11368",-73.8509772,40.7529862
"2009","CHAMPION PIZZA LUDLOW","101 LUDLOW ST,MANHATTAN NY,10002",-73.9889881,40.7191759
"2010","CHAMPION COFFEE","52 GANSEVOORT ST,MANHATTAN NY,10014",-74.0070333,40.7392072
"2011","CHAMPION COFFEE","142 NASSAU AVE,BROOKLYN NY,11222",-73.9476381,40.7246314
"2012","CHAMPION CLUB 1ST BASE STAND 117","126 ROOSEVELT AVENUE,QUEENS NY,11368",-73.8509772,40.7529862
"2013","CHAMPION BAKERY","3978 WHITE PLAINS ROAD,BRONX NY,10466",-73.8600928,40.8879078
"2014","CHAMPIGNON","1389 MADISON AVENUE,MANHATTAN NY,10029",-73.953705,40.7874508
"2015","Champanion Pizza 2 Soho","17 CLEVELAND PLACE,MANHATTAN NY,10012",-73.9971159,40.7215425
"2016","CHAMPAGNE BAR AND ROSE CLUB","768 FIFTH AVE,MANHATTAN NY,10019",-73.9743547,40.7646095
"2017","CHAMP'S DELI","71 BROADWAY,MANHATTAN NY,10006",-74.0122945,40.7074764
"2018","CHAMP GOURMET","30 BROAD STREET,MANHATTAN NY,10004",-74.0116317,40.7062816
"2019","CHALOS TAQUERIA & RESTAURANT","2909 FULTON ST,BROOKLYN NY,11207",-73.887513,40.679228
"2020","CHALK POINT KITCHEN","525 BROOME ST,MANHATTAN NY,10013",-74.0040761,40.723729
"2021","CHAI WALI","274 LENOX AVE,MANHATTAN NY,10027",-73.9458469,40.8067572
"2022","CHAI THAI RESTAURANT","124 NORTH    6 STREET,BROOKLYN NY,11249",-73.9596482,40.7179006
"2023","CHAI THAI KITCHEN","930 8TH AVE,MANHATTAN NY,10019",-73.9835089,40.7654188
"2024","CHAGALL BISTRO","330332 5TH ST,BROOKLYN NY,11215",-73.9842944,40.6715966
"2025","CHADWICK'S","8822 3 AVENUE,BROOKLYN NY,11209",-74.0320585,40.6215757
"2026","CHADBOURNE & PARKE EMPLOYEE CAFETERIA","1301 6TH AVE,MANHATTAN NY,10019",-73.9800317,40.7617895
"2027","CHADASH FALAFEL & PIZZA","1919 AVENUE M,BROOKLYN NY,11230",-73.955465,40.6187332
"2028","CHABBA BBQ/FAMILY GRILL & CUISINE","786 CONEY ISLAND AVENUE,BROOKLYN NY,11218",-73.9688139,40.6382266
"2029","Chaamlex","34 LEXINGTON AVE,MANHATTAN NY,10010",-73.9845902,40.7400554
"2030","CHA-TIME","240 CANAL ST,MANHATTAN NY,10013",-74.0002235,40.7179807
"2031","CHA-AN TEAHOUSE","230 EAST    9 STREET,MANHATTAN NY,10003",-73.9881867,40.729377
"2032","CHA PA'S VIETNAMESE EATERY","314 WEST   52 STREET,MANHATTAN NY,10019",-73.9861478,40.7637118
"2033","CHA LAIT","224 W 4TH ST,MANHATTAN NY,10014",-74.003074,40.7338569
"2034","CHA CHAN TANG","45 MOTT STREET,MANHATTAN NY,10013",-73.9989562,40.7153
"2035","CHA CHA'S BACKYARD GARDEN BAR & CAFE","113 MULBERRY STREET,MANHATTAN NY,10013",-73.9984554,40.7176267
"2036","CEYLON CURRY","324 VICTORY BLVD,STATEN ISLAND NY,10301",-74.0853781,40.6341211
"2037","CEVICHERIA EL REY","8516A ROOSEVELT AVE,QUEENS NY,11372",-73.8798944,40.7480796
"2038","CESTRAS PIZZA III","44 WESTCHESTER SQ,BRONX NY,10461",-73.8435145,40.8421158
"2039","CESTRA'S PIZZA","3617 EAST TREMONT AVENUE,BRONX NY,10465",-73.8240582,40.8287
"2040","CESCA","164 WEST   75 STREET,MANHATTAN NY,10023",-73.9798894,40.7802763
"2041","cervecceria Havemeyer","149 HAVEMEYER  ST,BROOKLYN NY,11211",-73.9572828,40.7117762
"2042","CERVANTES RESTAURANT","536 EAST  138 STREET,BRONX NY,10454",-73.918231,40.806821
"2043","CERTE CATERING","20 WEST   55 STREET,MANHATTAN NY,10019",-73.9761903,40.7618999
"2044","CERCLE ROUGE","241 WEST BROADWAY,MANHATTAN NY,10013",-74.005683,40.7195935
"2045","CEO","15405 NORTHERN BLVD,QUEENS NY,11354",-73.8105472,40.7648597
"2046","CENTURY SUPER BUFFET","2201218 HILLSIDE AVENUE,QUEENS NY,11427",-73.7462253,40.7287346
"2047","CENTURY CHINESE RESTAURANT","2861 WHITE PLAINS ROAD,BRONX NY,10467",-73.8675379,40.8676654
"2048","CENTURY CAFE","12909 26TH AVE,QUEENS NY,11354",-73.8398219,40.7744342
"2049","CENTRO VIVA FELIZ","780 LYDIG AVENUE,BRONX NY,10462",-73.8645274,40.8543621
"2050","CENTRO HAINERO/MAXIMO'S PLACE","1877 WEBSTER AVENUE,BRONX NY,10457",-73.901479,40.847471
"2051","CENTRO DE BIENESTAR DAYSI","8778 169 STREET,QUEENS NY,11432",-73.7928338,40.7101396
"2052","CENTRE PIZZA","25425 HORACE HARDING EXPRESS,QUEENS NY,11362",-73.7262421,40.7645393
"2053","Central Station","84 CENTRAL AVE,BROOKLYN NY,11206",-73.9301107,40.7006887
"2054","CENTRAL PARK TENNIS SNACK BAR","0 WEST 96 STREET,MANHATTAN NY,10025",-73.968953,40.7934679
"2055","CENTRAL MARKET NEW YORK","23 VANDERBILT AVENUE,MANHATTAN NY,10017",-73.9778606,40.7531358
"2056","CENTRAL MARKET ALL AMERICAN GRILL","4 SOUTH STREET,MANHATTAN NY,10004",-74.0132133,40.7013064
"2057","CENTRAL MARKET","1 PENN PLAZA,MANHATTAN NY,10119",-73.9924654,40.7511649
"2058","CENTRAL DINER","NKA JFK INTERNATIONAL AIRPORT,QUEENS NY,11430",-73.7781391,40.6413111
"2059","CENTRAL CARIBBEAN BAKERY","1322 E GUN HILL RD,BRONX NY,10469",-73.8476759,40.8710017
"2060","CENTRAL CAFE BROOKLYN","108 CENTRAL AVENUE,BROOKLYN NY,11206",-73.9293929,40.7002499
"2061","CENTRAL AMERICAN RESTAURANT","1028 BEACH 20 STREET,QUEENS NY,11691",-73.7530575,40.6031347
"2062","CENTRAL","3392 E TREMONT AVE,BRONX NY,10461",-73.8287212,40.8333673
"2063","CENTRAL","2030 STEINWAY STREET,QUEENS NY,11105",-73.902693,40.7759659
"2064","CENTER PLATE- CONCOURSE CAFE-JACOB K JAVITS CONVENTION CENTER","655 W 34TH ST,MANHATTAN NY,10001",-74.0025907,40.757777
"2065","CENTER BAR","10 COLUMBUS CIRCLE,MANHATTAN NY,10019",-73.9831903,40.7684251
"2066","CENT'ANNI","742 FRANKLIN AVE,BROOKLYN NY,11238",-73.9573528,40.6731004
"2067","CEMITAS PUEBLA RESTAURANT","679 ALLERTON AVE,BRONX NY,10467",-73.8681267,40.8656562
"2068","CEMITAS EL TIGRE","4514 48TH AVE,QUEENS NY,11377",-73.9198491,40.7391913
"2069","CEMI CAFE","61 CHURCH AVENUE,BROOKLYN NY,11218",-73.980977,40.6423614
"2070","CELTIC GASTHAUS","6404 MYRTLE AVENUE,QUEENS NY,11385",-73.8908816,40.7011171
"2071","CELSIUS","40 WEST   42 STREET,MANHATTAN NY,10036",-73.9820035,40.7539408
"2072","CELLO WINE BAR","229 EAST   53 STREET,MANHATTAN NY,10022",-73.9681028,40.7573762
"2073","CELLINI","65 EAST   54 STREET,MANHATTAN NY,10022",-73.972689,40.7601138
"2074","CELLAR BAR - THE BRYANT PARK HOTEL","40 WEST   40 STREET,MANHATTAN NY,10018",-73.983765,40.7528128
"2075","CELLAR 58","58 2 AVENUE,MANHATTAN NY,10003",-73.989398,40.7256536
"2076","CELIA'S RESTAURANT","138 W FORDHAM RD,BRONX NY,10468",-73.9071959,40.8625832
"2077","CELESTE'S SNACK BAR","2028 WHITE PLAINS ROAD,BRONX NY,10462",-73.867474,40.851044
"2078","CELESTE","502 AMSTERDAM AVENUE,MANHATTAN NY,10024",-73.9760984,40.7866952
"2079","CELEBRATE AT SNUG HARBOR LLC","1000 RICHMOND TER,STATEN ISLAND NY,10301",-74.1019174,40.6426309
"2080","CEETAY","129 ALEXANDER AVENUE,BRONX NY,10454",-73.9275842,40.8071529
"2081","CEDEAO GRILL","507 163RD ST,BRONX NY,10451",-73.9092678,40.8246851
"2082","CEDARS PASTRY","7204 5 AVENUE,BROOKLYN NY,11209",-74.0220889,40.631651
"2083","CECI'S RESTAURANT","423 HEGEMAN AVE,BROOKLYN NY,11207",-73.895741,40.658417
"2084","CECI RESTAURANT","78 SHERMAN AVENUE,MANHATTAN NY,10040",-73.9266411,40.8636451
"2085","CECI ITALIAN CUISINE","46 WEST   46 STREET,MANHATTAN NY,10036",-73.9811731,40.7567064
"2086","Cecelia's Kitchen","23111 LINDEN BLVD,QUEENS NY,11411",-73.7301884,40.6919549
"2087","CEBU","8801 3 AVENUE,BROOKLYN NY,11209",-74.0314258,40.6218822
"2088","CEASAR/CLUB BAR #3","126 ROOSEVELT AVENUE,QUEENS NY,11368",-73.8509772,40.7529862
